tile_id,utm,lon,lat,utm_x,utm_y,e7g_x,e7g_y,mgrs_tiles,ntiles,neon_id,neon_date,val_null
NA5120_E2014N0810,EPSG:32618,-72.26147202832067,42.43356818610988,725260.1085451264,4701550.387121961,10314240.0,4149760.0,18TYN,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,2018-08-28,8.72406933788008
NA5120_E2014N0811,EPSG:32618,-72.24217178432893,42.47655951365485,726692.5434356346,4706375.965894271,10314240.0,4154880.0,18TYN,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,2018-08-28,2.870133560670645
NA5120_E2014N0812,EPSG:32618,-72.2228351637432,42.51954480000945,728125.6852333196,4711201.374977781,10314240.0,4160000.0,18TYN,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,2018-08-28,2.801120448179272
NA5120_E2015N0810,EPSG:32618,-72.20280177762291,42.41852347113441,730141.4982606214,4700037.122272774,10319360.0,4149760.0,18TYN,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,2018-08-28,1.7837235228539576
NA5120_E2015N0811,EPSG:32618,-72.18346602144412,42.46150088778802,731574.0295891216,4704862.362274187,10319360.0,4154880.0,18TYN,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,2018-08-28,0.0
NA5120_E2015N0812,EPSG:32618,-72.16409384363574,42.50447224037963,733007.2672856918,4709687.433611651,10319360.0,4160000.0,18TYN,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,2018-08-28,0.0
NA5120_E2015N0813,EPSG:32618,-72.14468515234222,42.547437513389426,734441.210608064,4714512.3366984045,10319360.0,4165120.0,18TYN,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,2018-08-28,7.030812324929972
NA5120_E1859N0521,EPSG:32616,-84.54156259480355,31.299499820480666,733993.9035933707,3465403.7958233356,9520640.0,2670080.0,16RGV,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_JERC_4,2018-09-16,0.0
NA5120_E1860N0519,EPSG:32616,-84.50469582267925,31.201227422216203,737750.243509446,3454586.3951119063,9525760.0,2659840.0,16RGV,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_JERC_4,2018-09-16,6.698717948717949
NA5120_E1860N0520,EPSG:32616,-84.49713131854219,31.246647682934473,738357.0810065159,3459638.8151043216,9525760.0,2664960.0,16RGV,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_JERC_4,2018-09-16,0.0
NA5120_E1860N0521,EPSG:32616,-84.48955404059728,31.292066475939787,738964.2988275888,3464691.205381583,9525760.0,2670080.0,16RGV,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_JERC_4,2018-09-16,0.0
NA5120_E1861N0519,EPSG:32616,-84.4527542989953,31.19377678925561,742719.7264175967,3453873.1973528373,9530880.0,2659840.0,16RGV,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_JERC_4,2018-09-16,0.0
NA5120_E1861N0520,EPSG:32616,-84.44516116361943,31.239191074548014,743327.0286486651,3458925.4443611503,9530880.0,2664960.0,16RGV,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_JERC_4,2018-09-16,0.0
