s2_id,longitude,latitude,time,cs_cdf,base_date,days_diff,neon_id,utm_x,utm_y,crs,tile_id,abs_days_diff,id
20160609T162342_20160609T162514_T17SKV,-83.40965210883851,35.71414108768299,2016-06-09,0.9098039215686274,2016-06-08,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2016_GRSM_2,282384.94396728894,3952752.345971402,EPSG:32617,NA5120_E1865N0619,1,NEON_S2__0029
20160609T162514_20160613T232713_T17SKV,-83.40965210883851,35.71414108768299,2016-06-09,0.9098039215686274,2016-06-08,1,projects/neon-prod-earthengine/assets/HSI_REFL/001/2016_GRSM_2,282384.94396728894,3952752.345971402,EPSG:32617,NA5120_E1865N0619,1,NEON_S2__0030
20160423T163322_20160423T163610_T16SDB,-87.41110771042051,32.9085227923209,2016-04-23,0.9098039215686274,2016-05-06,-13,projects/neon-prod-earthengine/assets/HSI_REFL/001/2016_TALL_2,461491.7677588154,3641893.5660184575,EPSG:32616,NA5120_E1801N0548,13,NEON_S2__0031
20160423T163610_20160423T201633_T16SDB,-87.41110771042051,32.9085227923209,2016-04-23,0.9098039215686274,2016-05-06,-13,projects/neon-prod-earthengine/assets/HSI_REFL/001/2016_TALL_2,461491.7677588154,3641893.5660184575,EPSG:32616,NA5120_E1801N0548,13,NEON_S2__0032
20160423T163322_20160423T163610_T16SDB,-87.41110771042051,32.95451653486782,2016-04-23,0.9098039215686274,2016-05-06,-13,projects/neon-prod-earthengine/assets/HSI_REFL/001/2016_TALL_2,462084.80625560496,3646958.000356317,EPSG:32616,NA5120_E1801N0549,13,NEON_S2__0033
20160423T163610_20160423T201633_T16SDB,-87.41110771042051,32.95451653486782,2016-04-23,0.9098039215686274,2016-05-06,-13,projects/neon-prod-earthengine/assets/HSI_REFL/001/2016_TALL_2,462084.80625560496,3646958.000356317,EPSG:32616,NA5120_E1801N0549,13,NEON_S2__0034
20170512T174911_20170512T180046_T13TEF,-104.75074865060915,40.81944651039105,2017-05-12,0.9098039215686274,2017-05-24,-12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_CPER_3,522901.7805693787,4518221.870780458,EPSG:32613,NA5120_E1494N0713,12,NEON_S2__0035
20170601T174911_20170601T180009_T13TEF,-104.75074865060915,40.81944651039105,2017-06-01,0.9058823529411764,2017-05-24,8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_CPER_3,522901.7805693787,4518221.870780458,EPSG:32613,NA5120_E1494N0713,8,NEON_S2__0036
20170512T174911_20170512T180046_T13TEF,-104.75074865060915,40.86544025293797,2017-05-12,0.9137254901960784,2017-05-24,-12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_CPER_3,522432.5788144496,4523310.436971391,EPSG:32613,NA5120_E1494N0714,12,NEON_S2__0037
20170601T174911_20170601T180009_T13TEF,-104.75074865060915,40.86544025293797,2017-06-01,0.9058823529411764,2017-05-24,8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_CPER_3,522432.5788144496,4523310.436971391,EPSG:32613,NA5120_E1494N0714,8,NEON_S2__0038
20171017T162319_20171017T163007_T17SKV,-83.59362707902619,35.62215360258915,2017-10-17,0.9137254901960784,2017-10-05,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,265621.5671535979,3945859.926418435,EPSG:32617,NA5120_E1862N0617,12,NEON_S2__0039
20171017T162319_20171017T163007_T17SKV,-83.59362707902619,35.66814734513607,2017-10-17,0.9215686274509804,2017-10-05,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,266571.2686234509,3950858.379278738,EPSG:32617,NA5120_E1862N0618,12,NEON_S2__0040
20171017T162319_20171017T163007_T17SKV,-83.54763333647927,35.57615986004223,2017-10-17,0.9098039215686274,2017-10-05,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,269626.5116538632,3939828.587287852,EPSG:32617,NA5120_E1863N0616,12,NEON_S2__0041
20171017T162319_20171017T163007_T17SKV,-83.54763333647927,35.62215360258915,2017-10-17,0.9176470588235294,2017-10-05,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,270575.790008912,3944826.728914789,EPSG:32617,NA5120_E1863N0617,12,NEON_S2__0042
20171002T162111_20171002T162618_T17SKV,-83.50163959393235,35.66814734513607,2017-10-02,0.9098039215686274,2017-10-05,-3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,271525.7355120389,3949824.714154487,EPSG:32617,NA5120_E1863N0618,3,NEON_S2__0043
20171017T162319_20171017T163007_T17SKV,-83.50163959393235,35.66814734513607,2017-10-17,0.9254901960784314,2017-10-05,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,271525.7355120389,3949824.714154487,EPSG:32617,NA5120_E1863N0618,12,NEON_S2__0044
20171002T162111_20171002T162618_T17SKV,-83.45564585138543,35.62215360258915,2017-10-02,0.9098039215686274,2017-10-05,-3,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,275529.73556536925,3943792.8837036784,EPSG:32617,NA5120_E1864N0617,3,NEON_S2__0045
20171017T162319_20171017T163007_T17SKV,-83.45564585138543,35.62215360258915,2017-10-17,0.9137254901960784,2017-10-05,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,275529.73556536925,3943792.8837036784,EPSG:32617,NA5120_E1864N0617,12,NEON_S2__0046
20171017T162319_20171017T163007_T17SKV,-83.45564585138543,35.66814734513607,2017-10-17,0.9098039215686274,2017-10-05,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,276479.926002797,3948790.40319033,EPSG:32617,NA5120_E1864N0618,12,NEON_S2__0047
20171017T162319_20171017T163007_T17SKV,-83.45564585138543,35.71414108768299,2017-10-17,0.9254901960784314,2017-10-05,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,277430.7821201011,3953787.7671151687,EPSG:32617,NA5120_E1864N0619,12,NEON_S2__0048
20171017T162319_20171017T163007_T17SKV,-83.40965210883851,35.66814734513607,2017-10-17,0.9215686274509804,2017-10-05,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,281433.84290383186,3947755.4452260872,EPSG:32617,NA5120_E1865N0618,12,NEON_S2__0049
20171017T162319_20171017T163007_T17SKV,-83.40965210883851,35.71414108768299,2017-10-17,0.9215686274509804,2017-10-05,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,282384.94396728894,3952752.345971402,EPSG:32617,NA5120_E1865N0619,12,NEON_S2__0050
20171017T162319_20171017T163007_T17SKV,-83.36365836629159,35.66814734513607,2017-10-17,0.9176470588235294,2017-10-05,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,287338.8359349554,3951716.278530816,EPSG:32617,NA5120_E1866N0619,12,NEON_S2__0051
20171017T162319_20171017T163007_T17SKV,-83.31766462374468,35.66814734513607,2017-10-17,0.9176470588235294,2017-10-05,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_GRSM_3,292292.46082936187,3950679.563628783,EPSG:32617,NA5120_E1867N0619,12,NEON_S2__0052
20170806T153909_20170806T153908_T18TYN,-72.18717892739015,42.42922749953324,2017-08-06,0.9098039215686274,2017-08-13,-7,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_HARV_4,730141.4982606214,4700037.122272774,EPSG:32618,NA5120_E2015N0810,7,NEON_S2__0053
20170806T153909_20170806T153908_T18TYN,-72.18717892739015,42.47522124208016,2017-08-06,0.9098039215686274,2017-08-13,-7,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_HARV_4,731574.0295891216,4704862.362274187,EPSG:32618,NA5120_E2015N0811,7,NEON_S2__0054
20170806T153909_20170806T153908_T18TYN,-72.14118518484324,42.52121498462708,2017-08-06,0.9098039215686274,2017-08-13,-7,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_HARV_4,733007.2672856918,4709687.433611651,EPSG:32618,NA5120_E2015N0812,7,NEON_S2__0055
20170806T153909_20170806T153908_T18TYN,-72.14118518484324,42.567208727174,2017-08-06,0.9058823529411764,2017-08-13,-7,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_HARV_4,734441.210608064,4714512.3366984045,EPSG:32618,NA5120_E2015N0813,7,NEON_S2__0056
20170423T172301_20170423T173334_T14SME,-99.13951205988498,35.34619114730764,2017-04-23,0.9058823529411764,2017-05-01,-8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_OAES_2,486400.39076451847,3910916.434408161,EPSG:32614,NA5120_E1584N0589,8,NEON_S2__0057
20170513T172301_20170513T173332_T14SME,-99.13951205988498,35.34619114730764,2017-05-13,0.9058823529411764,2017-05-01,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_OAES_2,486400.39076451847,3910916.434408161,EPSG:32614,NA5120_E1584N0589,12,NEON_S2__0058
20170513T172301_20170513T173332_T14SME,-99.13951205988498,35.392184889854555,2017-05-13,0.9019607843137256,2017-05-01,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_OAES_2,486311.14088590926,3916033.140110683,EPSG:32614,NA5120_E1584N0590,12,NEON_S2__0059
20170423T172301_20170423T173334_T14SME,-99.09351831733808,35.34619114730764,2017-04-23,0.9019607843137256,2017-05-01,-8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_OAES_2,491445.950642996,3911015.693259932,EPSG:32614,NA5120_E1585N0589,8,NEON_S2__0060
20170513T172301_20170513T173332_T14SME,-99.09351831733808,35.34619114730764,2017-05-13,0.9098039215686274,2017-05-01,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_OAES_2,491445.950642996,3911015.693259932,EPSG:32614,NA5120_E1585N0589,12,NEON_S2__0061
20170423T172301_20170423T173334_T14SME,-99.09351831733808,35.392184889854555,2017-04-23,0.9058823529411764,2017-05-01,-8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_OAES_2,491357.0940160986,3916132.4304857138,EPSG:32614,NA5120_E1585N0590,8,NEON_S2__0062
20170513T172301_20170513T173332_T14SME,-99.09351831733808,35.392184889854555,2017-05-13,0.9098039215686274,2017-05-01,12,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_OAES_2,491357.0940160986,3916132.4304857138,EPSG:32614,NA5120_E1585N0590,12,NEON_S2__0063
20170730T154909_20170730T160022_T18SUJ,-76.60257821189442,38.88770932342044,2017-07-30,0.9137254901960784,2017-08-04,-5,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_SERC_3,362128.4205379884,4306260.971004153,EPSG:32618,NA5120_E1967N0714,5,NEON_S2__0064
20170804T154911_20170804T155116_T18SUJ,-76.60257821189442,38.88770932342044,2017-08-04,0.9058823529411764,2017-08-04,0,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_SERC_3,362128.4205379884,4306260.971004153,EPSG:32618,NA5120_E1967N0714,0,NEON_S2__0065
20170809T160129_20170809T160127_T18SUJ,-76.60257821189442,38.88770932342044,2017-08-09,0.9098039215686274,2017-08-04,5,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_SERC_3,362128.4205379884,4306260.971004153,EPSG:32618,NA5120_E1967N0714,5,NEON_S2__0066
20170730T154909_20170730T160022_T18SUJ,-76.51059072680059,38.88770932342044,2017-07-30,0.9019607843137256,2017-08-04,-5,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_SERC_3,367005.29138756974,4304807.5963218,EPSG:32618,NA5120_E1968N0714,5,NEON_S2__0067
20170809T160129_20170809T160127_T18SUJ,-76.51059072680059,38.88770932342044,2017-08-09,0.9058823529411764,2017-08-04,5,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_SERC_3,367005.29138756974,4304807.5963218,EPSG:32618,NA5120_E1968N0714,5,NEON_S2__0068
20170813T175911_20170813T181415_T12SWA,-110.86791640934943,31.758679228647917,2017-08-13,0.9058823529411764,2017-08-24,-11,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_SRER_1,511610.3340084088,3512789.1693388447,EPSG:32612,NA5120_E1362N0532,11,NEON_S2__0069
20170813T175911_20170813T181415_T12SWA,-110.86791640934943,31.804672971194837,2017-08-13,0.9058823529411764,2017-08-24,-11,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_SRER_1,510857.7214534506,3517816.85284724,EPSG:32612,NA5120_E1362N0533,11,NEON_S2__0070
20170813T175911_20170813T181415_T12SWA,-110.82192266680254,31.758679228647917,2017-08-13,0.9058823529411764,2017-08-24,-11,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_SRER_1,516559.7503898245,3513644.8245201884,EPSG:32612,NA5120_E1363N0532,11,NEON_S2__0071
20170813T175911_20170813T181415_T12SWA,-110.82192266680254,31.804672971194837,2017-08-13,0.9098039215686274,2017-08-24,-11,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_SRER_1,515807.5363841208,3518672.8504215693,EPSG:32612,NA5120_E1363N0533,11,NEON_S2__0072
20170813T175911_20170813T181415_T12SWA,-110.7759289242556,31.804672971194837,2017-08-13,0.9098039215686274,2017-08-24,-11,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_SRER_1,520757.5089275147,3519527.9692332386,EPSG:32612,NA5120_E1364N0533,11,NEON_S2__0073
20170508T163331_20170508T163426_T16SDB,-87.41110771042051,32.9085227923209,2017-05-08,0.9137254901960784,2017-05-10,-2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_TALL_3,461491.7677588154,3641893.5660184575,EPSG:32616,NA5120_E1801N0548,2,NEON_S2__0074
20170508T163331_20170508T163426_T16SDB,-87.41110771042051,32.95451653486782,2017-05-08,0.9137254901960784,2017-05-10,-2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2017_TALL_3,462084.80625560496,3646958.000356317,EPSG:32616,NA5120_E1801N0549,2,NEON_S2__0075
20180523T150721_20180523T150722_T19QGV,-66.85190479194749,18.006550207118984,2018-05-23,0.9019607843137256,2018-05-10,13,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_GUAN_1,725427.0628418749,1990403.4290000405,EPSG:32619,NA5120_E2274N0333,13,NEON_S2__0076
20180905T153901_20180905T154359_T18TYN,-72.27916641248399,42.42922749953324,2018-09-05,0.9098039215686274,2018-08-28,8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,725260.1085451264,4701550.387121961,EPSG:32618,NA5120_E2014N0810,8,NEON_S2__0077
20180826T153901_20180826T154349_T18TYN,-72.23317266993708,42.47522124208016,2018-08-26,0.9019607843137256,2018-08-28,-2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,726692.5434356346,4706375.965894271,EPSG:32618,NA5120_E2014N0811,2,NEON_S2__0078
20180905T153901_20180905T154359_T18TYN,-72.23317266993708,42.47522124208016,2018-09-05,0.9098039215686274,2018-08-28,8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,726692.5434356346,4706375.965894271,EPSG:32618,NA5120_E2014N0811,8,NEON_S2__0079
20180826T153901_20180826T154349_T18TYN,-72.23317266993708,42.52121498462708,2018-08-26,0.9058823529411764,2018-08-28,-2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,728125.6852333196,4711201.374977781,EPSG:32618,NA5120_E2014N0812,2,NEON_S2__0080
20180905T153901_20180905T154359_T18TYN,-72.23317266993708,42.52121498462708,2018-09-05,0.9176470588235294,2018-08-28,8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,728125.6852333196,4711201.374977781,EPSG:32618,NA5120_E2014N0812,8,NEON_S2__0081
20180905T153901_20180905T154359_T18TYN,-72.18717892739015,42.42922749953324,2018-09-05,0.9176470588235294,2018-08-28,8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,730141.4982606214,4700037.122272774,EPSG:32618,NA5120_E2015N0810,8,NEON_S2__0082
20180826T153901_20180826T154349_T18TYN,-72.18717892739015,42.47522124208016,2018-08-26,0.9098039215686274,2018-08-28,-2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,731574.0295891216,4704862.362274187,EPSG:32618,NA5120_E2015N0811,2,NEON_S2__0083
20180905T153901_20180905T154359_T18TYN,-72.18717892739015,42.47522124208016,2018-09-05,0.9176470588235294,2018-08-28,8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,731574.0295891216,4704862.362274187,EPSG:32618,NA5120_E2015N0811,8,NEON_S2__0084
20180826T153901_20180826T154349_T18TYN,-72.14118518484324,42.52121498462708,2018-08-26,0.9098039215686274,2018-08-28,-2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,733007.2672856918,4709687.433611651,EPSG:32618,NA5120_E2015N0812,2,NEON_S2__0085
20180905T153901_20180905T154359_T18TYN,-72.14118518484324,42.52121498462708,2018-09-05,0.9176470588235294,2018-08-28,8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,733007.2672856918,4709687.433611651,EPSG:32618,NA5120_E2015N0812,8,NEON_S2__0086
20180826T153901_20180826T154349_T18TYN,-72.14118518484324,42.567208727174,2018-08-26,0.9137254901960784,2018-08-28,-2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,734441.210608064,4714512.3366984045,EPSG:32618,NA5120_E2015N0813,2,NEON_S2__0087
20180905T153901_20180905T154359_T18TYN,-72.14118518484324,42.567208727174,2018-09-05,0.9215686274509804,2018-08-28,8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_HARV_5,734441.210608064,4714512.3366984045,EPSG:32618,NA5120_E2015N0813,8,NEON_S2__0088
20180914T160901_20180914T161423_T16RGV,-84.5594956725115,31.29874180317872,2018-09-14,0.9137254901960784,2018-09-16,-2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_JERC_4,733993.9035933707,3465403.795823336,EPSG:32616,NA5120_E1859N0521,2,NEON_S2__0089
20180922T161949_20180922T163333_T16RGV,-84.5594956725115,31.29874180317872,2018-09-22,0.9019607843137256,2018-09-16,6,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_JERC_4,733993.9035933707,3465403.795823336,EPSG:32616,NA5120_E1859N0521,6,NEON_S2__0090
20180924T161001_20180924T161938_T16RGV,-84.5594956725115,31.29874180317872,2018-09-24,0.9019607843137256,2018-09-16,8,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_JERC_4,733993.9035933707,3465403.795823336,EPSG:32616,NA5120_E1859N0521,8,NEON_S2__0091
20180929T161039_20180929T161623_T16RGV,-84.5594956725115,31.29874180317872,2018-09-29,0.9019607843137256,2018-09-16,13,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_JERC_4,733993.9035933707,3465403.795823336,EPSG:32616,NA5120_E1859N0521,13,NEON_S2__0092
20180914T160901_20180914T161423_T16RGV,-84.51350192996458,31.20675431808488,2018-09-14,0.9176470588235294,2018-09-16,-2,projects/neon-prod-earthengine/assets/HSI_REFL/001/2018_JERC_4,737750.243509446,3454586.3951119063,EPSG:32616,NA5120_E1860N0519,2,NEON_S2__0093
