neon_id,s2_id,longitude,latitude,time,cs_cdf,base_date,days_diff,utm_x,utm_y,crs,tile_id,abs_days_diff,id,sentinel2_id
projects/neon-prod-earthengine/assets/HSI_REFL/002/2022_WREF_5,20220711T185919_20220711T190833_T10TER,-121.99840210570396,45.83276444800528,2022-07-11,0.9098039215686274,2022-07-11,0,579219.5897535913,5076008.724519208,EPSG:32610,NA5120_E1248N0877,0,NEON_S2__0575,COPERNICUS/S2_SR_HARMONIZED/20220711T185919_20220711T190833_T10TER
projects/neon-prod-earthengine/assets/HSI_REFL/002/2022_YELL_4,20220626T180919_20220626T181411_T12TWQ,-110.54596021152102,44.91288959706689,2022-06-26,0.9098039215686274,2022-06-22,4,535815.1755843486,4974565.84138546,EPSG:32612,NA5120_E1413N0814,4,NEON_S2__0586,COPERNICUS/S2_SR_HARMONIZED/20220626T180919_20220626T181411_T12TWQ
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_ABBY_6,20230629T190919_20230629T192029_T10TER,-122.36635204607931,45.74077696291144,2023-06-29,0.9137254901960784,2023-06-28,1,550288.2756978411,5065763.20573849,EPSG:32610,NA5120_E1242N0877,1,NEON_S2__0595,COPERNICUS/S2_SR_HARMONIZED/20230629T190919_20230629T192029_T10TER
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_ARIK_5,20230816T173911_20230816T175049_T13TGE,-102.4510615232632,39.71559668926499,2023-08-16,0.9019607843137256,2023-08-14,2,717548.5145054545,4398211.520345865,EPSG:32613,NA5120_E1530N0686,2,NEON_S2__0610,COPERNICUS/S2_SR_HARMONIZED/20230816T173911_20230816T175049_T13TGE
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_CLBJ_7,20230509T170851_20230509T172140_T14SPB,-97.57572481328972,33.368460217790094,2023-05-09,0.9019607843137256,2023-05-17,-8,630973.1039415916,3693307.8351263576,EPSG:32614,NA5120_E1612N0546,8,NEON_S2__0614,COPERNICUS/S2_SR_HARMONIZED/20230509T170851_20230509T172140_T14SPB
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DEJU_5,20230720T211521_20230720T211515_T06VWR,-145.77716700246137,63.862311526397725,2023-07-20,0.9098039215686274,2023-07-21,-1,560797.8370896252,7081945.251757075,EPSG:32606,NA5120_E1187N1367,1,NEON_S2__0618,COPERNICUS/S2_SR_HARMONIZED/20230720T211521_20230720T211515_T06VWR
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DELA_7,20230527T162841_20230527T163244_T16SDB,-87.82505139334279,32.54057285194555,2023-05-27,0.9019607843137256,2023-05-25,2,421296.9039444965,3600933.9198810454,EPSG:32616,NA5120_E1794N0539,2,NEON_S2__0621,COPERNICUS/S2_SR_HARMONIZED/20230527T162841_20230527T163244_T16SDB
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_DSNY_7,20230418T155821_20230418T160614_T17RMM,-81.43192117932098,28.07917982489436,2023-04-18,0.9019607843137256,2023-04-18,0,455604.7785351576,3108183.125341052,EPSG:32617,NA5120_E1929N0463,0,NEON_S2__0623,COPERNICUS/S2_SR_HARMONIZED/20230418T155821_20230418T160614_T17RMM
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_HEAL_5,20230813T214539_20230813T214533_T06VUR,-149.13471020838648,63.908305268944645,2023-08-13,0.9058823529411764,2023-08-13,0,394431.5017316815,7087988.381597155,EPSG:32606,NA5120_E1164N1390,0,NEON_S2__0628,COPERNICUS/S2_SR_HARMONIZED/20230813T214539_20230813T214533_T06VUR
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_JERC_7,20230504T161831_20230504T162707_T16RGV,-84.46750818741766,31.2527480606318,2023-05-04,0.9019607843137256,2023-05-02,2,743327.0286486651,3458925.4443611503,EPSG:32616,NA5120_E1861N0520,2,NEON_S2__0642,COPERNICUS/S2_SR_HARMONIZED/20230504T161831_20230504T162707_T16RGV
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_KONZ_8,20230524T170859_20230524T171356_T14SQJ,-96.6098562198044,39.07168429360812,2023-05-24,0.9058823529411764,2023-05-26,-2,707367.584365901,4329335.463781447,EPSG:32614,NA5120_E1629N0670,2,NEON_S2__0646,COPERNICUS/S2_SR_HARMONIZED/20230524T170859_20230524T171356_T14SQJ
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_LENO_7,20230502T162839_20230502T163556_T16SCA,-88.19300133371814,31.850666713741752,2023-05-02,0.9137254901960784,2023-05-14,-12,387091.7254630111,3523107.1428579376,EPSG:32616,NA5120_E1789N0523,12,NEON_S2__0650,COPERNICUS/S2_SR_HARMONIZED/20230502T162839_20230502T163556_T16SCA
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_MLBS_6,20230602T155819_20230602T160940_T17SNB,-80.55804007092951,37.369915819372096,2023-06-02,0.9058823529411764,2023-06-02,0,540139.0632271835,4136492.085378991,EPSG:32617,NA5120_E1908N0665,0,NEON_S2__0653,COPERNICUS/S2_SR_HARMONIZED/20230602T155819_20230602T160940_T17SNB
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_MOAB_7,20230429T175919_20230429T180919_T12SXH,-109.39611664784805,38.24379692776356,2023-04-29,0.9019607843137256,2023-04-28,1,640133.7672718331,4232284.211199537,EPSG:32612,NA5120_E1409N0667,1,NEON_S2__0661,COPERNICUS/S2_SR_HARMONIZED/20230429T175919_20230429T180919_T12SXH
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_NIWO_5,20230715T174909_20230715T175717_T13TDE,-105.57863601645371,40.03755288709343,2023-07-15,0.9019607843137256,2023-07-24,-9,448969.90451506857,4433895.238748319,EPSG:32613,NA5120_E1478N0698,9,NEON_S2__0666,COPERNICUS/S2_SR_HARMONIZED/20230715T174909_20230715T175717_T13TDE
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_NOGP_6,20230702T173909_20230702T174715_T14TLS,-100.88727427666792,46.79863304149059,2023-07-02,0.9098039215686274,2023-06-26,6,355274.2528567529,5182696.952810902,EPSG:32614,NA5120_E1563N0838,6,NEON_S2__0667,COPERNICUS/S2_SR_HARMONIZED/20230702T173909_20230702T174715_T14TLS
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_OAES_7,20230507T171859_20230507T172536_T14SME,-99.13951205988498,35.392184889854555,2023-05-07,0.9098039215686274,2023-05-08,-1,486311.14088590926,3916033.140110683,EPSG:32614,NA5120_E1584N0590,1,NEON_S2__0672,COPERNICUS/S2_SR_HARMONIZED/20230507T171859_20230507T172536_T14SME
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_ONAQ_5,20230427T180911_20230427T181732_T12TUK,-112.47769739849164,40.17553411473418,2023-04-27,0.9019607843137256,2023-04-26,1,372761.8953783614,4448401.6358216,EPSG:32612,NA5120_E1364N0718,1,NEON_S2__0681,COPERNICUS/S2_SR_HARMONIZED/20230427T180911_20230427T181732_T12TUK
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_OSBS_7,20230423T155819_20230423T160343_T17RLN,-82.02983983243092,29.688960814036538,2023-04-23,0.9019607843137256,2023-04-23,0,400411.7693653469,3285192.7822099244,EPSG:32617,NA5120_E1912N0495,0,NEON_S2__0692,COPERNICUS/S2_SR_HARMONIZED/20230423T155819_20230423T160343_T17RLN
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_SJER_6,20230401T183929_20230401T184336_T11SKB,-119.74470872090492,37.13994710663749,2023-04-01,0.9176470588235294,2023-04-01,0,255133.685255449,4111988.392538028,EPSG:32611,NA5120_E1228N0683,0,NEON_S2__0722,COPERNICUS/S2_SR_HARMONIZED/20230401T183929_20230401T184336_T11SKB
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_SOAP_7,20230705T183921_20230705T184701_T11SKB,-119.2387775528888,37.04795962154365,2023-07-05,0.9019607843137256,2023-07-06,-1,299155.24369540846,4102754.4700977015,EPSG:32611,NA5120_E1236N0679,1,NEON_S2__0726,COPERNICUS/S2_SR_HARMONIZED/20230705T183921_20230705T184701_T11SKB
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_TEAK_6,20230710T183929_20230710T184227_T11SLA,-119.05480258270111,37.001965878996735,2023-07-10,0.9137254901960784,2023-07-08,2,316244.0532451997,4096822.434450097,EPSG:32611,NA5120_E1239N0677,2,NEON_S2__0734,COPERNICUS/S2_SR_HARMONIZED/20230710T183929_20230710T184227_T11SLA
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_UKFS_7,20230526T165901_20230526T170604_T15SUD,-95.18405020084992,39.0256905510612,2023-05-26,0.9058823529411764,2023-05-24,2,309868.89090271934,4321232.505179466,EPSG:32615,NA5120_E1653N0669,2,NEON_S2__0765,COPERNICUS/S2_SR_HARMONIZED/20230526T165901_20230526T170604_T15SUD
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_WOOD_6,20230702T173909_20230702T174715_T14TMT,-99.23149954497882,47.16658298186595,2023-07-02,0.9058823529411764,2023-06-20,12,482327.52143544273,5221188.344223438,EPSG:32614,NA5120_E1588N0845,12,NEON_S2__0773,COPERNICUS/S2_SR_HARMONIZED/20230702T173909_20230702T174715_T14TMT
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_WREF_6,20230626T185919_20230626T190838_T10TER,-121.95240836315703,45.78677070545836,2023-06-26,0.9019607843137256,2023-06-24,2,580875.5692769485,5071242.97075217,EPSG:32610,NA5120_E1248N0876,2,NEON_S2__0789,COPERNICUS/S2_SR_HARMONIZED/20230626T185919_20230626T190838_T10TER
projects/neon-prod-earthengine/assets/HSI_REFL/002/2023_YELL_5,20230714T181919_20230714T182951_T12TWQ,-110.54596021152102,44.91288959706689,2023-07-14,0.9058823529411764,2023-07-03,11,535815.1755843486,4974565.84138546,EPSG:32612,NA5120_E1413N0814,11,NEON_S2__0801,COPERNICUS/S2_SR_HARMONIZED/20230714T181919_20230714T182951_T12TWQ
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_BART_7,20240903T153941_20240903T154200_T18TYP,-71.31329781899869,44.03900848867542,2024-09-03,0.9058823529411764,2024-08-30,4,315717.7153769953,4880965.478363737,EPSG:32619,NA5120_E2017N0849,4,NEON_S2__0809,COPERNICUS/S2_SR_HARMONIZED/20240903T153941_20240903T154200_T18TYP
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_BONA_6,20240712T212519_20240712T212554_T06WVT,-147.52492921924429,65.15013631771147,2024-07-12,0.9058823529411764,2024-07-10,2,475154.775890875,7227611.056272239,EPSG:32606,NA5120_E1195N1400,2,NEON_S2__0821,COPERNICUS/S2_SR_HARMONIZED/20240712T212519_20240712T212554_T06WVT
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_CLBJ_8,20240518T170849_20240518T171459_T14SPB,-97.66771229838356,33.368460217790094,2024-05-18,0.9058823529411764,2024-05-14,4,625944.0521368855,3693233.480103688,EPSG:32614,NA5120_E1611N0546,4,NEON_S2__0835,COPERNICUS/S2_SR_HARMONIZED/20240518T170849_20240518T171459_T14SPB
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_DELA_8,20240521T162901_20240521T163325_T16SDB,-87.77905765079586,32.54057285194555,2024-05-21,0.9019607843137256,2024-05-21,0,426279.7611186506,3600276.130957365,EPSG:32616,NA5120_E1795N0539,0,NEON_S2__0844,COPERNICUS/S2_SR_HARMONIZED/20240521T162901_20240521T163325_T16SDB
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_HARV_8,20240814T153941_20240814T154651_T18TYN,-72.23317266993708,42.52121498462708,2024-08-14,0.9019607843137256,2024-08-14,0,728125.6852333196,4711201.374977781,EPSG:32618,NA5120_E2014N0812,0,NEON_S2__0847,COPERNICUS/S2_SR_HARMONIZED/20240814T153941_20240814T154651_T18TYN
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_HEAL_6,20240720T213531_20240720T213709_T06VUR,-149.2266976934803,63.862311526397725,2024-07-20,0.9137254901960784,2024-07-19,1,390685.1177581016,7084654.227494199,EPSG:32606,NA5120_E1163N1390,1,NEON_S2__0851,COPERNICUS/S2_SR_HARMONIZED/20240720T213531_20240720T213709_T06VUR
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_JERC_8,20240423T161829_20240423T162829_T16RGV,-84.51350192996458,31.20675431808488,2024-04-23,0.9058823529411764,2024-05-08,-15,737750.243509446,3454586.3951119063,EPSG:32616,NA5120_E1860N0519,15,NEON_S2__0859,COPERNICUS/S2_SR_HARMONIZED/20240423T161829_20240423T162829_T16RGV
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_KONZ_9,20240612T170901_20240612T171745_T14SQJ,-96.56386247725747,39.07168429360812,2024-06-12,0.9058823529411764,2024-06-05,7,712444.7122405297,4329409.683011861,EPSG:32614,NA5120_E1630N0670,7,NEON_S2__0869,COPERNICUS/S2_SR_HARMONIZED/20240612T170901_20240612T171745_T14SQJ
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_LENO_8,20240511T162901_20240511T163657_T16SCA,-88.19300133371814,31.850666713741752,2024-05-11,0.9098039215686274,2024-05-26,-15,387091.7254630111,3523107.1428579376,EPSG:32616,NA5120_E1789N0523,15,NEON_S2__0872,COPERNICUS/S2_SR_HARMONIZED/20240511T162901_20240511T163657_T16SCA
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_MCDI_4,20240612T170901_20240612T171745_T14SQJ,-96.47187499216363,38.93370306596736,2024-06-12,0.9098039215686274,2024-06-12,0,717759.3250565998,4314122.804297642,EPSG:32614,NA5120_E1631N0667,0,NEON_S2__0873,COPERNICUS/S2_SR_HARMONIZED/20240612T170901_20240612T171745_T14SQJ
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_OAES_8,20240521T171859_20240521T172520_T14SME,-99.13951205988498,35.34619114730764,2024-05-21,0.9058823529411764,2024-05-21,0,486400.39076451847,3910916.434408161,EPSG:32614,NA5120_E1584N0589,0,NEON_S2__0875,COPERNICUS/S2_SR_HARMONIZED/20240521T171859_20240521T172520_T14SME
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_PRIN_7,20240518T170849_20240518T171459_T14SPB,-97.80569352602431,33.368460217790094,2024-05-18,0.9137254901960784,2024-05-19,-1,610857.4334480397,3693005.202016,EPSG:32614,NA5120_E1608N0546,1,NEON_S2__0885,COPERNICUS/S2_SR_HARMONIZED/20240518T170849_20240518T171459_T14SPB
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_SJER_7,20240410T183921_20240410T185302_T10SGG,-119.74470872090492,37.093953364090574,2024-04-10,0.9137254901960784,2024-04-02,8,256313.93843769428,4107087.735670382,EPSG:32611,NA5120_E1228N0682,8,NEON_S2__0889,COPERNICUS/S2_SR_HARMONIZED/20240410T183921_20240410T185302_T10SGG
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_SOAP_8,20240609T183921_20240609T185104_T11SKB,-119.2387775528888,37.001965878996735,2024-06-09,0.9058823529411764,2024-06-10,-1,300330.8451279858,4097850.5304439072,EPSG:32611,NA5120_E1236N0678,1,NEON_S2__0896,COPERNICUS/S2_SR_HARMONIZED/20240609T183921_20240609T185104_T11SKB
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_SRER_6,20240831T175919_20240831T181230_T12SVA,-110.9599038944433,31.80467297119484,2024-08-31,0.9019607843137256,2024-09-02,-2,505908.0613676269,3516959.975530469,EPSG:32612,NA5120_E1361N0533,2,NEON_S2__0916,COPERNICUS/S2_SR_HARMONIZED/20240831T175919_20240831T181230_T12SVA
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_STEI_6,20240701T164849_20240701T165604_T16TCR,-89.48082612503188,45.51080825017685,2024-07-01,0.9019607843137256,2024-06-30,1,305700.11304068123,5043761.889030722,EPSG:32616,NA5120_E1736N0816,1,NEON_S2__0965,COPERNICUS/S2_SR_HARMONIZED/20240701T164849_20240701T165604_T16TCR
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_TEAK_7,20240614T183919_20240614T185209_T11SLA,-119.0088088401542,36.955972136449816,2024-06-14,0.9176470588235294,2024-06-12,2,322330.1851629608,4093207.5247833775,EPSG:32611,NA5120_E1240N0676,2,NEON_S2__0990,COPERNICUS/S2_SR_HARMONIZED/20240614T183919_20240614T185209_T11SLA
projects/neon-prod-earthengine/assets/HSI_REFL/002/2024_UKFS_8,20240609T165901_20240609T170704_T15SUD,-95.18405020084992,39.0256905510612,2024-06-09,0.9058823529411764,2024-06-06,3,309868.89090271934,4321232.505179466,EPSG:32615,NA5120_E1653N0669,3,NEON_S2__1011,COPERNICUS/S2_SR_HARMONIZED/20240609T165901_20240609T170704_T15SUD
