Wavelength,Value_sd
WL_FWHM_B161,0.9108791514750915
WL_FWHM_B162,0.9103482213123038
WL_FWHM_B163,0.9097585034122396
WL_FWHM_B164,0.909234754599938
WL_FWHM_B165,0.9086673429330909
WL_FWHM_B166,0.9081167901955124
WL_FWHM_B167,0.9075508206147541
WL_FWHM_B168,0.9069975270604637
WL_FWHM_B169,0.9064397354299628
WL_FWHM_B170,0.905896256318254
WL_FWHM_B171,0.9053462692257206
WL_FWHM_B172,0.9047924049006106
WL_FWHM_B173,0.9042432182767136
WL_FWHM_B174,0.9036884353701977
WL_FWHM_B175,0.9031486646451312
WL_FWHM_B176,0.9026031644184223
WL_FWHM_B177,0.9020424730706333
WL_FWHM_B178,0.901515670868091
WL_FWHM_B179,0.9009653156470822
WL_FWHM_B180,0.9004366339556709
WL_FWHM_B181,0.8998697854201528
WL_FWHM_B182,0.899342509021484
WL_FWHM_B183,0.8987746503115097
WL_FWHM_B184,0.8982233328491398
WL_FWHM_B185,0.8977017407168951
WL_FWHM_B186,0.8971348702531026
WL_FWHM_B187,0.8966080813634257
WL_FWHM_B188,0.896077615769488
WL_FWHM_B189,0.8955532747443952
WL_FWHM_B190,0.895008709070874
WL_FWHM_B191,0.894447602882413
WL_FWHM_B192,0.8939272622515683
WL_FWHM_B193,0.8933747513057579
WL_FWHM_B194,0.8928781543541391
WL_FWHM_B195,0.8923392345519283
WL_FWHM_B196,0.8917657004026229
WL_FWHM_B197,0.891243721947443
WL_FWHM_B198,0.8907182028450384
WL_FWHM_B199,0.8902129261501119
WL_FWHM_B200,0.8896762466690395
WL_FWHM_B201,0.8891331825864384
WL_FWHM_B202,0.88859079375339
WL_FWHM_B203,0.8880641600404732
WL_FWHM_B204,0.8875487193594964
WL_FWHM_B205,0.8870204003531569
WL_FWHM_B206,0.8865027100075091
WL_FWHM_B207,0.8859404647952464
WL_FWHM_B208,0.8854207940098924
WL_FWHM_B209,0.8849507266642428
WL_FWHM_B210,0.8843871502215747
WL_FWHM_B211,0.8838617180453179
WL_FWHM_B212,0.8833350583144355
WL_FWHM_B213,0.8827935267409759
WL_FWHM_B214,0.8822967747394429
WL_FWHM_B215,0.881785096638807
WL_FWHM_B216,0.8812604046268246
WL_FWHM_B217,0.8807342214832193
WL_FWHM_B218,0.8801946384542075
WL_FWHM_B219,0.8796986068478385
WL_FWHM_B220,0.8791579020471587
WL_FWHM_B221,0.8786718321531962
WL_FWHM_B222,0.8781291774625501
WL_FWHM_B223,0.8776332036354725
WL_FWHM_B224,0.8770997766613056
WL_FWHM_B225,0.8766229734453106
WL_FWHM_B226,0.8760974203860269
WL_FWHM_B227,0.8755417060898032
WL_FWHM_B228,0.8750608442927637
WL_FWHM_B229,0.8745409595876734
WL_FWHM_B230,0.8740304599245429
WL_FWHM_B231,0.8735208799113537
WL_FWHM_B232,0.8730193473009168
WL_FWHM_B233,0.8725380896358096
WL_FWHM_B234,0.8719718233875614
WL_FWHM_B235,0.8714740510332176
WL_FWHM_B236,0.8710082951641417
WL_FWHM_B237,0.8704483709196315
WL_FWHM_B238,0.8699830054170719
WL_FWHM_B239,0.8695125501277928
WL_FWHM_B240,0.8689781025582966
WL_FWHM_B241,0.8684584757406334
WL_FWHM_B242,0.8679681900988586
WL_FWHM_B243,0.867472429691678
WL_FWHM_B244,0.8669749030853586
WL_FWHM_B245,0.8664750454542867
WL_FWHM_B246,0.8659719407680135
WL_FWHM_B247,0.865457311172314
WL_FWHM_B248,0.8649574206806654
WL_FWHM_B249,0.8644908195812169
WL_FWHM_B250,0.8639787318902592
WL_FWHM_B251,0.8634833120976622
WL_FWHM_B252,0.8630003369962618
WL_FWHM_B253,0.8624796395040943
WL_FWHM_B254,0.8619903656884143
WL_FWHM_B255,0.8615246560805846
WL_FWHM_B256,0.8610251726486996
WL_FWHM_B257,0.8605100199293166
WL_FWHM_B258,0.8600381442692875
WL_FWHM_B259,0.8595619079322266
WL_FWHM_B260,0.859118242054611
WL_FWHM_B261,0.8585992022113588
WL_FWHM_B262,0.8581042954993382
WL_FWHM_B263,0.8576418288219545
WL_FWHM_B264,0.8571107347641214
WL_FWHM_B265,0.8566343591092423
WL_FWHM_B266,0.8561809788681205
WL_FWHM_B267,0.8556487801226235
WL_FWHM_B268,0.855199281355748
WL_FWHM_B269,0.8546995249291105
WL_FWHM_B270,0.8542383949858902
WL_FWHM_B271,0.8537258177442046
WL_FWHM_B272,0.8532797937893604
WL_FWHM_B273,0.8527760677656169
WL_FWHM_B274,0.8522963584407726
WL_FWHM_B275,0.8518124747192684
WL_FWHM_B276,0.851390519405499
WL_FWHM_B277,0.8508761807488578
WL_FWHM_B278,0.8503765048372082
WL_FWHM_B279,0.8499122033169538
WL_FWHM_B280,0.8494683878760708
WL_FWHM_B281,0.8489911591828135
WL_FWHM_B282,0.8485172993510836
WL_FWHM_B283,0.8480707016755696
WL_FWHM_B284,0.8475924545517469
WL_FWHM_B285,0.8471065364847435
WL_FWHM_B286,0.8466818437325176
WL_FWHM_B287,0.846160041651908
WL_FWHM_B288,0.8457266862272751
WL_FWHM_B289,0.8452561548907424
WL_FWHM_B290,0.8448213257308493
WL_FWHM_B291,0.8442903628003585
WL_FWHM_B292,0.8438525187646547
WL_FWHM_B293,0.843390821018186
WL_FWHM_B294,0.8429179415800818
WL_FWHM_B295,0.8424543434538623
WL_FWHM_B296,0.8420006643263974
WL_FWHM_B297,0.8415458989527469
WL_FWHM_B298,0.8410830253835284
WL_FWHM_B299,0.8406093532141281
WL_FWHM_B300,0.8402007034887642
WL_FWHM_B301,0.8397016005757133
WL_FWHM_B302,0.83927241830454
WL_FWHM_B303,0.8388562510750437
WL_FWHM_B304,0.8383665850797978
WL_FWHM_B305,0.8379026413584234
WL_FWHM_B306,0.8374860639029457
WL_FWHM_B307,0.8370255193157512
WL_FWHM_B308,0.836571444127659
WL_FWHM_B309,0.8361123674568258
WL_FWHM_B310,0.8356337215189092
WL_FWHM_B311,0.8351797689368226
WL_FWHM_B312,0.8347736771795727
WL_FWHM_B313,0.8343229685977313
WL_FWHM_B314,0.8338640127647097
WL_FWHM_B315,0.8334209087171243
WL_FWHM_B316,0.8329459113331323
WL_FWHM_B317,0.832563552960399
WL_FWHM_B318,0.8320645753995101
WL_FWHM_B319,0.8316170573385403
WL_FWHM_B320,0.8311930360851366
WL_FWHM_B321,0.8307735390407236
WL_FWHM_B322,0.8303092754379408
WL_FWHM_B323,0.8299047616671706
WL_FWHM_B324,0.8294841166858808
WL_FWHM_B325,0.8290114552629023
WL_FWHM_B326,0.8286197785733637
WL_FWHM_B327,0.828130290776272
WL_FWHM_B328,0.8277440610459614
WL_FWHM_B329,0.8273396964089448
WL_FWHM_B330,0.8268574220360877
WL_FWHM_B331,0.8264419477968574
WL_FWHM_B332,0.8260242152846
WL_FWHM_B333,0.8255726302630964
WL_FWHM_B334,0.8251363801697765
WL_FWHM_B335,0.8247150728666673
WL_FWHM_B336,0.8243163182150436
WL_FWHM_B337,0.8238719144144195
WL_FWHM_B338,0.8233996067702077
WL_FWHM_B339,0.8230132840976356
WL_FWHM_B340,0.8226009422154675
WL_FWHM_B341,0.8221406112199072
WL_FWHM_B342,0.8217442285790366
WL_FWHM_B343,0.8213225301545161
WL_FWHM_B344,0.8208497356012072
WL_FWHM_B345,0.8204883674533696
WL_FWHM_B346,0.8201031024035552
WL_FWHM_B347,0.8196544563089319
WL_FWHM_B348,0.8192399876230765
WL_FWHM_B349,0.8188440397482594
WL_FWHM_B350,0.8184391283308204
WL_FWHM_B351,0.8179968183305184
WL_FWHM_B352,0.8175668841113393
WL_FWHM_B353,0.8171804641751403
WL_FWHM_B354,0.8167042135265099
WL_FWHM_B355,0.816364613981684
WL_FWHM_B356,0.815921500818722
WL_FWHM_B357,0.8155540648607947
WL_FWHM_B358,0.8150815361383267
WL_FWHM_B359,0.814752164931853
WL_FWHM_B360,0.8143198692542085
WL_FWHM_B361,0.8138714226238029
WL_FWHM_B362,0.8135217770836858
WL_FWHM_B363,0.8131035470441571
WL_FWHM_B364,0.8127254643982031
WL_FWHM_B365,0.8122958201836797
WL_FWHM_B366,0.8118913895878876
WL_FWHM_B367,0.811532310562805
WL_FWHM_B368,0.8111104355733778
WL_FWHM_B369,0.8106792694186497
WL_FWHM_B370,0.8103021943329133
WL_FWHM_B371,0.8099165614297767
WL_FWHM_B372,0.8094763903401914
WL_FWHM_B373,0.809123236605108
WL_FWHM_B374,0.8087009813398833
WL_FWHM_B375,0.8083192251799687
WL_FWHM_B376,0.8079608780966714
WL_FWHM_B377,0.8075446019732847
WL_FWHM_B378,0.8071440418175838
WL_FWHM_B379,0.8068239042304667
WL_FWHM_B380,0.8064147134095428
WL_FWHM_B381,0.8059982013806561
WL_FWHM_B382,0.8056031298474152
WL_FWHM_B383,0.8052973593582701
WL_FWHM_B384,0.8048219080894974
WL_FWHM_B385,0.804447240053116
WL_FWHM_B386,0.8040743809867581
WL_FWHM_B387,0.8037064000214443
WL_FWHM_B388,0.8032937871942358
WL_FWHM_B389,0.8029474425805978
WL_FWHM_B390,0.8025492217169078
WL_FWHM_B391,0.8022116791643118
WL_FWHM_B392,0.8017590738426753
WL_FWHM_B393,0.8014859660582413
WL_FWHM_B394,0.801087534566445
WL_FWHM_B395,0.8006474874784318
WL_FWHM_B396,0.8003596968700346
WL_FWHM_B397,0.7999421209269467
WL_FWHM_B398,0.7995452621590902
WL_FWHM_B399,0.7992045223825456
WL_FWHM_B400,0.798825139146617
WL_FWHM_B401,0.7984681341934711
WL_FWHM_B402,0.7981043078718256
WL_FWHM_B403,0.7977570283588731
WL_FWHM_B404,0.7973662239887841
WL_FWHM_B405,0.7970275377621975
WL_FWHM_B406,0.7966123066911509
WL_FWHM_B407,0.7962888413092817
WL_FWHM_B408,0.7959439442112481
WL_FWHM_B409,0.7955634712287033
WL_FWHM_B410,0.7952183132446511
WL_FWHM_B411,0.7948500142276504
WL_FWHM_B412,0.7945184575954332
WL_FWHM_B413,0.7940785276318454
WL_FWHM_B414,0.7937934070142445
WL_FWHM_B415,0.7934247007385598
WL_FWHM_B416,0.7929965717464855
WL_FWHM_B417,0.7927548231126327
WL_FWHM_B418,0.7923538692918703
WL_FWHM_B419,0.7919516675738184
WL_FWHM_B420,0.7916740640913699
WL_FWHM_B421,0.7912963168231374
WL_FWHM_B422,0.7909661881182533
WL_FWHM_B423,0.7906227046445715
WL_FWHM_B424,0.7902878597838442
WL_FWHM_B425,0.7899173323720405
WL_FWHM_B426,0.7895754597773732
